"","id","host_id","host_acceptance_rate","host_listings_count","host_verifications","accommodates","bathrooms","beds","minimum_nights","maximum_nights","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_l30d","first_review","review_scores_rating","instant_bookable","calculated_host_listings_count","reviews_per_month","p_host_acceptance_rate","n_days_since","flag_days_since","flag_reviews_per_month","flag_number_of_reviews","flag_review_scores_rating","f_neighbourhood_cleansed","f_property_type","price_daily","ln_price","accommodates2","ln_review_scores_rating","n_days_since2","n_days_since3","n_accommodates2","d_host_is_superhost","d_host_identity_verified","d_host_has_profile_pic","f_bathroom","f_number_of_reviews","f_minimum_nights","tv","heating","wifi","coffee_maker","AC","refrigerator","microwave","hot_water","long_term_stay"
"7178",548769855573169920,437864658,100,397,"['email', 'phone']",4,1,2,1,1125,"1",11,24,51,306,"2022-12-30",28,0,"2021-11-13",4,"1",71,2.03,100,412,0,0,0,0,"Indre By","Entire Unit",129,4.85981240436167,16,1.38629436111989,169744,69934528,16,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7179",550603822028872896,442643038,80,1,"['email', 'phone']",2,1,1,3,14,"1",8,13,13,30,"2022-12-30",3,0,"2022-09-25",5,"0",1,0.93,80,96,0,0,0,0,"Nrrebro","Condominium",180,5.19295685089021,4,1.6094379124341,9216,884736,4,"0","1","1","1","1","3",0,0,1,0,0,0,0,0,0
"7180",550608060243719680,147389083,31,1,"['email', 'phone']",2,1,1,2,365,"1",30,60,90,365,"2022-12-30",2,0,"2022-09-01",5,"0",1,0.5,31,120,0,0,0,0,"Frederiksberg","Condominium",147,4.99043258677874,4,1.6094379124341,14400,1728000,4,"0","1","1","1","1","2",1,0,1,1,0,1,0,1,1
"7181",550748171725389824,39495393,56,5,"['email', 'phone']",3,1,2,7,365,"1",24,54,84,174,"2022-12-30",2,0,"2022-07-09",4,"0",2,0.34,56,174,0,0,0,0,"Brnshj-Husum","Condominium",228,5.42934562895444,9,1.38629436111989,30276,5268024,9,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7182",559271559909127936,179753578,99,27,"['email', 'phone']",4,1,2,2,365,"1",19,39,62,179,"2022-12-30",30,0,"2022-02-20",4.67,"0",27,2.87,99,313,0,0,0,0,"Indre By","Apartment",430,6.06378520868761,16,1.54115907168081,97969,30664297,16,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,1
"7183",548770902885300224,437864658,100,397,"['email', 'phone']",4,1,2,1,1125,"1",5,15,36,265,"2022-12-30",21,0,"2021-01-02",4.14,"1",71,0.87,100,727,0,0,0,0,"Indre By","Entire Unit",150,5.01063529409626,16,1.42069578783722,528529,384240583,16,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7184",559272707197573952,52571561,47,1,"['email', 'phone']",4,1,2,2,365,"1",28,58,88,358,"2022-12-30",6,0,"2022-03-01",4.83,"0",1,0.59,47,304,0,0,0,0,"sterbro","Condominium",196,5.27811465923052,16,1.57484646766448,92416,28094464,16,"0","1","1","1","1","2",0,0,0,1,0,1,0,0,1
"7185",559281714392819008,179753578,99,27,"['email', 'phone']",4,1,2,2,365,"1",21,51,81,204,"2022-12-30",14,0,"2022-02-20",4.43,"0",27,1.34,99,313,0,0,0,0,"Indre By","Apartment",400,5.99146454710798,16,1.48839958405704,97969,30664297,16,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,1
"7186",559352315241050240,69226979,88,1,"['email', 'phone']",2,1,1,4,6,"1",0,0,0,182,"2022-12-30",3,0,"2022-06-08",5,"0",1,0.44,88,205,0,0,0,0,"Indre By","Condominium",153,5.03043792139244,4,1.6094379124341,42025,8615125,4,"0","1","1","1","1","3",1,0,1,0,0,1,0,1,0
"7187",548788304202306752,437864658,100,397,"['email', 'phone']",4,1,2,1,1125,"1",9,24,46,305,"2022-12-30",17,0,"2021-11-26",4.24,"1",71,1.28,100,399,0,0,0,0,"Indre By","Entire Unit",142,4.95582705760126,16,1.44456326924387,159201,63521199,16,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7188",548792653422441920,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",12,38,60,293,"2022-12-30",13,0,"2021-10-10",3.15,"1",71,0.87,100,446,0,0,0,0,"Indre By","Entire Unit",164,5.0998664278242,36,1.14740245283754,198916,88716536,36,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7189",551192247051996864,67576964,86,1,"['email', 'phone']",3,1,1,3,14,"1",0,0,0,0,"2022-12-30",5,0,"2022-03-14",4.8,"0",1,0.51,86,291,0,0,0,0,"Nrrebro","Condominium",66,4.18965474202643,9,1.56861591791385,84681,24642171,9,"0","1","1","1","1","3",0,0,1,0,0,1,0,0,0
"7190",551274170218803200,125337479,98,3,"['email', 'phone']",2,1,1,80,1125,"1",0,0,0,121,"2022-12-30",7,2,"2022-07-01",4.86,"1",3,1.15,98,182,0,0,0,0,"Amager st","Condominium",105,4.65396035015752,4,1.5810384379124,33124,6028568,4,"1","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7191",551288574794466880,88698846,67,1,"['email', 'phone']",2,1,2,6,16,"1",14,14,43,133,"2022-12-30",2,0,"2022-04-20",5,"0",1,0.24,67,254,0,0,0,0,"Frederiksberg","Condominium",181,5.19849703126583,4,1.6094379124341,64516,16387064,4,"0","1","1","1","1","3",1,0,1,0,0,1,0,1,0
"7192",559930490880243968,53595333,100,1,"['email', 'phone']",2,1,1,3,14,"1",9,37,67,342,"2022-12-30",1,0,"2022-09-19",4,"1",1,0.29,100,102,0,0,0,0,"Indre By","Condominium",224,5.41164605185504,4,1.38629436111989,10404,1061208,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"7193",551356706221630208,30518507,40,1,"['email', 'phone']",6,1,3,3,365,"1",0,0,2,69,"2022-12-30",2,0,"2022-02-20",5,"0",1,0.19,40,313,0,0,0,0,"Amager Vest","Condominium",223,5.40717177146012,36,1.6094379124341,97969,30664297,36,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7194",548797632696500800,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",1,1,1,3,"2022-12-30",0,0,"",4.89,"1",71,1,100,869,1,0,1,1,"Indre By","Entire Unit",241,5.48479693349065,36,1.58719230348678,755161,656234909,36,"0","1","1","1","0","1",1,1,1,0,0,1,1,1,1
"7195",560064221500042496,29672236,100,1,"['email', 'phone']",4,1,2,3,14,"1",0,0,10,102,"2022-12-30",13,0,"2022-03-07",4.23,"0",1,1.3,100,298,0,0,0,0,"Nrrebro","Condominium",179,5.18738580584075,16,1.44220199305819,88804,26463592,16,"0","1","1","1","1","3",0,0,1,0,0,1,1,1,0
"7196",548798341316714752,437864658,100,397,"['email', 'phone']",6,1,5,1,1125,"1",5,5,5,154,"2022-12-30",3,0,"2022-03-30",4.67,"1",71,0.33,100,275,0,0,0,0,"Indre By","Entire Unit",256,5.54517744447956,36,1.54115907168081,75625,20796875,36,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7197",551368161691765568,442798334,40,1,"['email', 'phone']",4,1,2,2,30,"1",0,0,0,0,"2022-12-30",2,0,"2022-04-18",5,"0",1,0.23,40,256,0,0,0,0,"sterbro","Condominium",217,5.37989735354046,16,1.6094379124341,65536,16777216,16,"0","1","1","1","1","2",1,0,1,1,0,1,0,1,1
"7198",551381469007542848,50380866,30,1,"['email', 'phone']",2,1,1,2,4,"1",26,56,86,357,"2022-12-30",2,0,"2022-03-07",5,"0",1,0.2,30,298,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",118,4.77068462446567,4,1.6094379124341,88804,26463592,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,0
"7199",548799633620644224,437864658,100,397,"['email', 'phone']",4,1,2,1,1125,"1",15,32,47,274,"2022-12-30",21,1,"2021-11-08",4.43,"1",71,1.51,100,417,0,0,0,0,"Indre By","Entire Unit",113,4.72738781871234,16,1.48839958405704,173889,72511713,16,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7200",548813071327197184,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",9,21,32,242,"2022-12-30",20,1,"2022-02-13",4.5,"1",71,1.87,100,320,0,0,0,0,"Indre By","Entire Unit",195,5.27299955856375,36,1.50407739677627,102400,32768000,36,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7201",560610164366242688,21335779,100,1,"['email', 'phone', 'work_email']",2,1,1,2,31,"1",26,26,26,26,"2022-12-30",2,0,"2022-11-03",5,"1",1,1.03,100,57,0,0,0,0,"Nrrebro","Entire Unit",144,4.969813299576,4,1.6094379124341,3249,185193,4,"0","1","1","1","1","2",1,0,1,0,0,1,1,0,1
"7202",551406304848054592,187511357,72,1,"['email', 'phone']",3,1,2,1,14,"1",0,0,0,0,"2022-12-30",8,0,"2022-03-12",4.38,"0",1,0.82,72,293,0,0,0,0,"Nrrebro","Entire Unit",105,4.65396035015752,9,1.47704872438835,85849,25153757,9,"0","1","1","1","1","1",1,0,1,0,0,1,0,1,0
"7204",551420257568589248,27512405,100,2,"['email', 'phone', 'work_email']",5,1.5,3,4,60,"1",10,10,10,10,"2022-12-30",4,0,"2022-06-06",5,"0",1,0.58,100,207,0,0,0,0,"Nrrebro","Condominium",355,5.87211778947542,25,1.6094379124341,42849,8869743,25,"0","1","1","1","1","3",1,1,1,1,0,1,0,1,1
"7205",551427123584004096,55526491,71,1,"['email', 'phone']",4,1,3,4,12,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-18",5,"0",1,0.47,71,256,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",112,4.71849887129509,16,1.6094379124341,65536,16777216,16,"0","1","1","1","1","3",0,1,1,0,0,0,0,0,0
"7206",548817907526087936,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",0,0,0,3,"2022-12-30",2,0,"2022-04-22",2,"1",71,0.24,100,252,0,0,0,0,"sterbro","Entire Unit",202,5.30826769740121,36,0.693147180559945,63504,16003008,36,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7207",548820111987792512,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",0,0,0,5,"2022-12-30",9,0,"2021-05-29",4,"1",71,0.46,100,580,0,0,0,0,"sterbro","Entire Unit",163,5.09375020080676,36,1.38629436111989,336400,195112000,36,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7208",548821099927022848,437864658,100,397,"['email', 'phone']",6,1,3,1,1125,"1",0,0,0,6,"2022-12-30",4,0,"2022-02-01",2.75,"1",71,0.36,100,332,0,0,0,0,"sterbro","Entire Unit",163,5.09375020080676,36,1.01160091167848,110224,36594368,36,"0","1","1","1","1","1",1,1,1,0,0,1,1,1,1
"7209",560706584392998464,19922925,75,1,"['email', 'phone']",2,1,1,2,14,"1",0,0,0,0,"2022-12-30",11,0,"2022-03-20",4.91,"0",1,1.15,75,285,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",147,4.99043258677874,4,1.59127394180643,81225,23149125,4,"0","1","1","1","1","2",1,0,1,0,0,1,0,1,0
"7210",548823232580681856,437864658,100,397,"['email', 'phone']",3,1,2,1,1125,"1",3,12,23,169,"2022-12-31",15,0,"2022-02-04",4.53,"1",71,1.36,100,330,0,0,0,0,"Indre By","Entire Unit",164,5.0998664278242,9,1.51072193949494,108900,35937000,9,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7211",560726683668563072,3727620,67,1,"['email', 'phone']",4,1,2,4,365,"1",0,0,0,0,"2022-12-30",3,0,"2022-03-23",5,"0",1,0.32,67,282,0,0,0,0,"Frederiksberg","Condominium",140,4.9416424226093,16,1.6094379124341,79524,22425768,16,"0","1","1","1","1","3",1,0,1,0,0,1,1,1,1
"7212",551971739552019584,12823878,56,1,"['email', 'phone']",3,1,2,5,365,"1",0,0,3,148,"2022-12-30",16,0,"2022-03-04",4.88,"0",1,1.59,56,301,0,0,0,0,"Amager st","Condominium",110,4.70048036579242,9,1.58514521986506,90601,27270901,9,"1","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7213",552005456932872128,49012200,100,1,"['email', 'phone']",5,1,3,2,1125,"1",0,0,0,0,"2022-12-30",7,0,"2022-08-28",5,"0",1,1.68,100,124,0,0,0,0,"Vanlse","Condominium",168,5.12396397940326,25,1.6094379124341,15376,1906624,25,"0","1","1","1","1","2",1,0,0,1,0,1,0,1,1
"7214",552111094174178560,442687868,65,1,"['email', 'phone']",2,1,1,1,1125,"1",0,0,0,0,"2022-12-30",14,0,"2022-03-13",4.93,"0",1,1.43,65,292,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",126,4.83628190695148,4,1.5953389880546,85264,24897088,4,"0","1","1","1","1","1",1,0,1,1,0,1,0,1,1
"7215",548824159197115456,437864658,100,397,"['email', 'phone']",5,1,3,1,1125,"1",12,26,49,278,"2022-12-30",7,1,"2022-02-20",3.57,"1",71,0.67,100,313,0,0,0,0,"Indre By","Entire Unit",139,4.93447393313069,25,1.27256559579155,97969,30664297,25,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7216",548824599406524352,437864658,100,397,"['email', 'phone']",5,1,3,1,1125,"1",11,19,45,284,"2022-12-30",14,0,"2021-09-05",3.71,"1",71,0.87,100,481,0,0,0,0,"Indre By","Entire Unit",140,4.9416424226093,25,1.31103187661934,231361,111284641,25,"0","1","1","1","1","1",1,1,1,0,0,1,0,1,1
"7217",548831205496405184,21604461,50,2,"['email', 'phone']",5,1,3,3,14,"1",2,11,11,38,"2022-12-30",3,0,"2022-04-16",5,"0",1,0.35,50,258,0,0,0,0,"sterbro","Condominium",300,5.7037824746562,25,1.6094379124341,66564,17173512,25,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"7218",549026118943430016,8692897,100,3,"['email', 'phone']",6,1,4,3,36,"1",0,0,0,0,"2022-12-30",5,0,"2022-02-21",5,"0",1,0.48,100,312,0,0,0,0,"Amager st","Condominium",245,5.50125821054473,36,1.6094379124341,97344,30371328,36,"0","1","1","1","1","3",1,0,1,1,0,1,1,1,1
"7219",552142009525885760,442967480,0,1,"['email', 'phone']",2,1,1,7,18,"1",0,0,0,0,"2022-12-30",0,0,"",4.89,"0",1,1,0,869,1,0,1,1,"Nrrebro","Condominium",119,4.77912349311153,4,1.58719230348678,755161,656234909,4,"0","1","1","1","0","3",0,0,1,0,0,1,0,1,0
"7220",552220901635637120,140586194,0,1,"['email', 'phone']",2,1,1,14,19,"1",0,20,21,21,"2022-12-30",0,0,"",4.89,"0",1,1,0,869,1,0,1,1,"Vesterbro-Kongens Enghave","Condominium",154,5.03695260241363,4,1.58719230348678,755161,656234909,4,"0","0","1","1","0","3",1,0,1,1,0,1,1,1,0
"7221",561339850094223232,140569961,83,1,"['email', 'phone']",2,1,1,2,6,"1",0,0,24,294,"2022-12-30",13,0,"2022-03-23",4.92,"0",1,1.38,83,282,0,0,0,0,"Brnshj-Husum","Entire Unit",72,4.27666611901606,4,1.59330853050422,79524,22425768,4,"1","1","1","1","1","2",1,0,1,0,0,1,1,1,0
"7222",552726238858819264,43034816,75,1,"['email', 'phone']",5,1,2,2,365,"1",1,1,1,1,"2022-12-30",1,0,"2022-11-20",5,"0",1,0.73,75,40,0,0,0,0,"Vanlse","Condominium",70,4.24849524204936,25,1.6094379124341,1600,64000,25,"0","1","1","1","1","2",1,0,0,0,0,0,0,1,1
"7223",552867671806052480,443121763,63,1,"['email', 'phone']",2,1,1,3,7,"1",0,27,57,57,"2022-12-30",7,0,"2022-02-21",4.86,"0",1,0.67,63,312,0,0,0,0,"sterbro","Condominium",123,4.81218435537242,4,1.5810384379124,97344,30371328,4,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,0
"7224",552893311248735424,78045938,74,1,"['phone']",4,1,1,2,15,"1",0,29,59,59,"2022-12-30",14,0,"2022-02-27",4.93,"0",1,1.37,74,306,0,0,0,0,"Frederiksberg","Entire Unit",182,5.2040066870768,16,1.5953389880546,93636,28652616,16,"1","1","0","1","1","2",1,1,1,0,0,1,0,0,0
"7225",549168112247826816,103728298,50,1,"['email', 'phone']",2,1,1,2,30,"1",0,0,0,0,"2022-12-30",2,0,"2022-03-09",5,"0",1,0.2,50,296,0,0,0,0,"Vesterbro-Kongens Enghave","Entire Unit",139,4.93447393313069,4,1.6094379124341,87616,25934336,4,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,1
"7226",567237058785699392,256198609,100,1,"['email', 'phone']",4,1,2,1,365,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-10",5,"1",1,0.45,100,264,0,0,0,0,"sterbro","Condominium",129,4.85981240436167,16,1.6094379124341,69696,18399744,16,"0","1","1","1","1","1",1,1,1,0,0,0,0,1,1
"7227",567248310032223680,231794277,69,1,"['email', 'phone']",3,1,1,1,8,"1",15,32,32,32,"2022-12-30",28,0,"2022-03-21",4.89,"0",1,2.95,69,284,0,0,0,0,"Indre By","Condominium",196,5.27811465923052,9,1.58719230348678,80656,22906304,9,"1","1","1","1","1","1",1,0,1,0,0,1,0,1,0
"7229",567292431569617344,56736993,31,1,"['email', 'phone']",4,1,2,5,365,"1",26,56,86,361,"2022-12-30",8,0,"2022-03-16",5,"0",1,0.83,31,289,0,0,0,0,"sterbro","Condominium",168,5.12396397940326,16,1.6094379124341,83521,24137569,16,"0","1","1","1","1","3",1,0,1,0,0,1,0,0,1
"7230",561445473947175040,41948220,88,1,"['email', 'phone', 'work_email']",3,1,1,2,30,"1",29,46,58,97,"2022-12-30",13,1,"2022-03-31",4.62,"0",1,1.42,88,274,0,0,0,0,"Amager st","Condominium",102,4.62497281328427,9,1.53039470509365,75076,20570824,9,"0","1","1","1","1","2",0,0,1,1,0,1,0,1,1
"7231",567333316366935104,90769505,100,1,"['email', 'phone']",2,1,1,4,365,"1",16,16,16,251,"2022-12-30",7,0,"2022-03-21",4.71,"1",1,0.74,100,284,0,0,0,0,"Frederiksberg","Condominium",182,5.2040066870768,4,1.54968790802833,80656,22906304,4,"0","0","1","1","1","3",0,0,1,0,0,1,1,1,1
"7232",567384181827011008,3451353,73,1,"['email', 'phone']",4,1,2,3,1125,"1",9,17,17,17,"2022-12-30",7,0,"2022-04-06",4.86,"0",1,0.78,73,268,0,0,0,0,"Nrrebro","Loft",133,4.89034912822175,16,1.5810384379124,71824,19248832,16,"0","1","1","1","1","3",1,0,1,1,0,1,0,1,1
"7233",552919451574135552,34938510,73,1,"['email', 'phone']",4,1,1,1,365,"1",0,0,0,0,"2022-12-30",6,0,"2022-05-29",5,"0",1,0.83,73,215,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",252,5.52942908751142,16,1.6094379124341,46225,9938375,16,"0","1","1","1","1","1",1,0,1,0,0,1,1,1,1
"7234",552928268999777728,39719137,57,2,"['email', 'phone']",6,1,3,4,365,"1",30,58,88,363,"2022-12-30",8,0,"2022-05-05",4.88,"0",1,1,57,239,0,0,0,0,"Nrrebro","Condominium",420,6.04025471127741,36,1.58514521986506,57121,13651919,36,"0","1","1","1","1","3",0,0,1,0,0,0,0,0,1
"7235",561575792850166528,51901334,100,1,"['email', 'phone']",2,1,1,7,30,"1",0,0,0,0,"2022-12-30",4,0,"2022-04-03",4.75,"0",1,0.44,100,271,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",182,5.2040066870768,4,1.55814461804655,73441,19902511,4,"0","1","1","1","1","3",1,0,0,1,0,1,1,1,1
"7236",553084298179563520,90292388,91,1,"['phone']",2,1,1,1,365,"1",20,42,72,72,"2022-12-30",0,0,"",4.89,"0",1,1,91,869,1,0,1,1,"Indre By","Condominium",140,4.9416424226093,4,1.58719230348678,755161,656234909,4,"0","1","0","1","0","1",1,0,1,0,0,0,0,0,1
"7237",553296624712669888,164676903,47,1,"['email', 'phone']",2,1,2,2,60,"1",0,7,7,35,"2022-12-30",8,0,"2022-04-12",4.88,"0",1,0.91,47,262,0,0,0,0,"sterbro","Condominium",105,4.65396035015752,4,1.58514521986506,68644,17984728,4,"0","0","1","1","1","2",0,0,0,1,0,1,0,1,1
"7238",553338730523687168,443214896,67,1,"['email', 'phone']",3,1,2,2,6,"1",0,12,42,42,"2022-12-30",3,0,"2022-03-22",4.67,"0",1,0.32,67,283,0,0,0,0,"Nrrebro","Condominium",126,4.83628190695148,9,1.54115907168081,80089,22665187,9,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,0
"7239",567772329069122752,139796890,42,2,"['email', 'phone', 'work_email']",3,1,2,4,365,"1",8,15,15,15,"2022-12-30",4,0,"2022-03-09",5,"0",1,0.4,42,296,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",156,5.04985600724954,9,1.6094379124341,87616,25934336,9,"0","1","1","1","1","3",1,0,1,0,0,1,0,1,1
"7240",561621370175974592,47842231,65,2,"['email', 'phone']",2,1,1,1,365,"1",0,0,0,0,"2022-12-30",5,0,"2022-04-16",4.8,"0",1,0.58,65,258,0,0,0,0,"Nrrebro","Condominium",134,4.89783979995091,4,1.56861591791385,66564,17173512,4,"0","1","1","1","1","1",1,0,1,1,0,1,0,1,1
"7241",567819943365864640,446288088,100,1,"['email', 'phone']",5,1,2,4,14,"1",8,35,65,340,"2022-12-30",9,0,"2022-02-27",4.89,"0",1,0.88,100,306,0,0,0,0,"sterbro","Entire Unit",350,5.85793315448346,25,1.58719230348678,93636,28652616,25,"1","1","1","1","1","3",1,0,1,0,0,1,0,1,0
"7242",567921517899225728,424093643,100,32,"['email', 'phone']",4,1,2,2,365,"1",27,57,87,87,"2022-12-30",37,1,"2022-03-01",4.59,"1",14,3.64,100,304,0,0,0,0,"Frederiksberg","Apartment",133,4.89034912822175,16,1.52388002407245,92416,28094464,16,"0","1","1","1","1","2",1,0,1,0,0,0,0,0,1
"7243",562054657962890048,445013234,53,1,"['phone']",2,1,1,3,365,"1",26,56,86,361,"2022-12-30",19,2,"2022-02-27",4.58,"0",1,1.86,53,306,0,0,0,0,"Indre By","Entire Unit",140,4.9416424226093,4,1.52169899812609,93636,28652616,4,"0","1","1","1","1","3",0,0,0,0,0,1,1,0,1
"7244",553583777840670592,23481835,37,1,"['email', 'phone']",2,1,1,1,31,"1",1,2,13,71,"2022-12-30",5,2,"2022-11-01",5,"0",1,2.5,37,59,0,0,0,0,"Bispebjerg","Condominium",84,4.43081679884331,4,1.6094379124341,3481,205379,4,"0","1","1","1","1","1",0,0,1,0,0,0,0,0,1
"7245",562103584257329280,445022514,67,1,"['email', 'phone']",2,1,1,1,14,"1",0,0,0,0,"2022-12-30",1,0,"2022-08-29",5,"0",1,0.24,67,123,0,0,0,0,"Brnshj-Husum","Condominium",60,4.0943445622221,4,1.6094379124341,15129,1860867,4,"0","1","1","1","1","1",1,1,0,0,0,1,0,0,0
"7246",567956789011741568,66904426,100,1,"['email', 'phone', 'work_email']",4,1,2,5,21,"1",0,6,36,311,"2022-12-30",1,0,"2022-07-28",5,"0",1,0.19,100,155,0,0,0,0,"Frederiksberg","Condominium",210,5.34710753071747,16,1.6094379124341,24025,3723875,16,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,0
"7247",568126087591637312,1584749,39,1,"['email', 'phone']",3,1,2,2,365,"1",27,57,87,360,"2022-12-30",2,0,"2022-05-15",5,"0",1,0.26,39,229,0,0,0,0,"Nrrebro","Condominium",168,5.12396397940326,9,1.6094379124341,52441,12008989,9,"0","1","1","1","1","2",0,1,1,0,0,1,0,1,1
"7248",568164317016347648,65325218,58,1,"['email', 'phone']",3,1,1,3,30,"1",28,58,88,88,"2022-12-30",8,0,"2022-03-29",4.75,"0",1,0.87,58,276,0,0,0,0,"Nrrebro","Condominium",210,5.34710753071747,9,1.55814461804655,76176,21024576,9,"0","1","1","1","1","3",0,1,1,1,0,1,0,1,1
"7249",553609433363212096,2496013,100,1,"['email', 'phone']",2,1,1,2,32,"1",0,0,0,0,"2022-12-30",9,0,"2022-02-06",5,"0",1,0.82,100,327,0,0,0,0,"Amager st","Condominium",175,5.16478597392351,4,1.6094379124341,106929,34965783,4,"0","1","1","1","1","2",1,0,1,1,0,1,0,1,1
"7250",562125255894419584,22255861,75,1,"['email', 'phone']",2,1,1,2,21,"1",30,60,90,365,"2022-12-30",3,0,"2022-05-01",5,"1",1,0.37,75,243,0,0,0,0,"Indre By","Condominium",420,6.04025471127741,4,1.6094379124341,59049,14348907,4,"0","1","1","1","1","2",1,0,1,1,0,1,0,0,0
"7251",568405797917630720,4330395,97,2,"['email', 'phone']",4,1,2,2,10,"1",3,9,15,111,"2022-12-30",19,0,"2022-03-06",4.84,"1",1,1.9,97,299,0,0,0,0,"Frederiksberg","Condominium",175,5.16478597392351,16,1.57691472072854,89401,26730899,16,"0","1","1","1","1","2",1,0,1,1,0,1,0,1,0
"7252",562125560778020800,445027198,93,1,"['email', 'phone']",3,1,2,3,1125,"1",0,0,0,0,"2022-12-30",26,1,"2022-04-08",4.81,"0",1,2.92,93,266,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",170,5.13579843705026,9,1.57069708411767,70756,18821096,9,"0","1","0","1","1","3",1,1,1,0,0,0,0,0,1
"7253",568498302269174592,205995012,100,1,"['email', 'phone']",2,1,1,4,365,"1",0,0,0,0,"2022-12-30",5,0,"2022-04-16",5,"0",1,0.58,100,258,0,0,0,0,"Vesterbro-Kongens Enghave","Condominium",210,5.34710753071747,4,1.6094379124341,66564,17173512,4,"0","1","1","1","1","3",1,0,1,0,0,0,0,0,1
"7254",553939888971915328,150788351,69,1,"['email', 'phone']",2,1,1,5,365,"1",0,28,28,28,"2022-12-30",7,0,"2022-05-15",5,"0",1,0.91,69,229,0,0,0,0,"Amager st","Condominium",98,4.58496747867057,4,1.6094379124341,52441,12008989,4,"0","0","1","1","1","3",1,0,1,0,0,0,0,1,1
"7256",568541305348190208,247379882,100,13,"['email', 'phone', 'work_email']",2,1,1,3,365,"1",27,57,87,247,"2022-12-30",22,1,"2022-03-13",4.41,"1",13,2.25,100,292,0,0,0,0,"Indre By","Apartment",112,4.71849887129509,4,1.48387468945875,85264,24897088,4,"0","1","1","1","1","3",1,1,1,1,0,0,0,0,1
"7257",562260814964487104,8339482,47,1,"['email', 'phone']",4,1,1,2,20,"1",1,7,36,36,"2022-12-30",6,0,"2022-07-24",4.83,"0",1,1.13,47,159,0,0,0,0,"Nrrebro","Condominium",174,5.15905529921453,16,1.57484646766448,25281,4019679,16,"0","1","1","1","1","2",0,0,1,0,0,0,0,0,0
"7258",568553561991884416,264444119,50,1,"['email', 'phone']",3,1,2,60,150,"1",0,0,0,153,"2022-12-30",0,0,"",4.89,"0",1,1,50,869,1,0,1,1,"Frederiksberg","Entire Unit",54,3.98898404656427,9,1.58719230348678,755161,656234909,9,"0","1","1","1","0","3",1,0,1,0,0,0,0,0,1
"7259",554818932637507072,140898077,80,1,"['email', 'phone']",3,1,1,2,14,"1",0,0,0,120,"2022-12-30",11,1,"2022-03-27",4.82,"0",1,1.18,80,278,0,0,0,0,"Amager Vest","Condominium",105,4.65396035015752,9,1.57277392806251,77284,21484952,9,"0","1","1","1","1","2",1,1,1,1,0,1,1,1,0
"7260",554934671982564736,314978493,67,1,"['email', 'phone']",2,1,1,6,36,"1",16,24,54,54,"2022-12-30",6,0,"2022-02-19",5,"0",1,0.57,67,314,0,0,0,0,"Frederiksberg","Condominium",136,4.91265488573605,4,1.6094379124341,98596,30959144,4,"0","1","1","1","1","3",1,0,1,1,0,1,1,0,1
